user_id,call_drtn_mthly,gt0_call_mthly,zero_call_mthly,gb_mthly,msg_mthly,xtr_prft_cll_msg_int,xtr_prft_cll_mthly,xtr_prft_msg_mthly,xtr_prft_int_mthly,user_packege,mnts_ndd_mthly_bll,msg_ndd_mthly_bll,gb_ndd_mthly_bll
1100,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 46, 43, 28, 45]","[0, 0, 0, 0, 0, 0, 5, 18, 10, 8]","[0, 0, 0, 0, 0, 0, 6, 3, 5, 9]","[0, 0, 0, 0, 0, 0, 6, 1, 2, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.18, 30.03, 50.06, 90.39]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18, 0.03, 0.06, 0.39]","[0, 0, 0, 0, 0, 0, 60, 30, 50, 90]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 406.77000000000004, 382.61, 220.18, 385.78000000000003]","[0, 0, 0, 0, 0, 2, 56, 51, 52, 63]","[0, 0, 0, 0, 0, 1, 21, 18, 20, 24]"
1101,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 24, 42, 55, 42, 38, 44, 55, 51]","[0, 0, 4, 11, 12, 6, 12, 11, 9, 13]","[0, 0, 0, 2, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 26, 19, 36, 34, 31, 32, 13]","[0.0, 0.0, 0.0, 20.78, 0.57, 1.08, 1.02, 0.9299999999999999, 20.96, 0.39]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.78, 0.57, 1.08, 1.02, 0.9299999999999999, 0.96, 0.39]","[0, 0, 0, 20, 0, 0, 0, 0, 20, 0]",surf,"[0.0, 0.0, 222.64000000000001, 369.92, 423.93, 356.42, 391.6499999999999, 418.49000000000007, 466.61, 387.43]","[0, 0, 39, 76, 69, 86, 84, 81, 82, 63]","[0, 0, 6, 17, 14, 14, 15, 13, 17, 12]"
1102,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 16]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 155.54000000000002]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
1103,"[0, 0, 0, 0, 0, 0]","[0, 21, 47, 38, 41, 41]","[0, 4, 12, 12, 7, 12]","[0, 0, 4, 4, 6, 3]","[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 40.0, 40.0, 60.0, 30.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 40, 40, 60, 30]",surf,"[0.0, 155.02, 420.38, 355.6000000000001, 294.44, 375.07]","[0, 15, 24, 35, 30, 36]","[0, 14, 19, 19, 21, 18]"
1104,,,,,,,,,,,,,
1105,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 241]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 93]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 32]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 51]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.29, 8.76]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8699999999999997, 7.2299999999999995]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42, 1.53]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 629.03, 740.7099999999999]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 101]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12]"
1106,"[0, 43, 26, 100, 0, 0, 10]","[47, 62, 65, 66, 58, 45, 60]","[12, 15, 15, 18, 18, 20, 11]","[4, 4, 5, 7, 12, 9, 8]","[0, 0, 0, 0, 0, 0, 0]","[40.0, 41.29, 50.78, 73.0, 120.0, 90.0, 80.3]","[0.0, 1.29, 0.78, 3.0, 0.0, 0.0, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[40, 40, 50, 70, 120, 90, 80]",surf,"[273.46, 542.63, 525.5799999999999, 599.6700000000001, 476.22999999999996, 430.32000000000005, 509.32000000000005]","[0, 0, 0, 0, 0, 0, 0]","[19, 19, 20, 22, 27, 24, 23]"
1107,[0],[28],[5],[0],[0],[0.0],[0.0],[0.0],[0],ultimate,[189.08],[42],[15]
1108,,,,,,,,,,,,,
1109,"[0, 0, 0, 0, 0, 72, 0, 7, 0, 0]","[0, 6, 43, 53, 56, 63, 52, 50, 58, 53]","[0, 3, 7, 13, 14, 20, 17, 12, 9, 14]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 20.0, 0.0, 2.16, 0.0, 0.21, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.16, 0.0, 0.21, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 20, 0, 0, 0, 0, 0, 0]",surf,"[0.0, 42.559999999999995, 349.25, 488.11000000000007, 441.37, 571.34, 433.58000000000004, 506.58, 467.18, 484.65000000000003]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 2, 12, 17, 13, 14, 14, 11, 10, 14]"
1110,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 38, 50, 50, 52, 46, 50, 40]","[0, 7, 9, 17, 14, 10, 9, 12]","[0, 6, 7, 7, 11, 6, 6, 5]","[0, 4, 18, 11, 18, 14, 0, 0]","[0.0, 60.12, 70.54, 70.33, 110.54, 60.42, 60.0, 50.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.12, 0.54, 0.32999999999999996, 0.54, 0.42, 0.0, 0.0]","[0, 60, 70, 70, 110, 60, 60, 50]",surf,"[0.0, 305.30999999999995, 430.27, 385.18, 410.86000000000007, 379.28000000000003, 374.78, 398.22]","[0, 54, 68, 61, 68, 64, 40, 40]","[0, 21, 22, 22, 26, 21, 21, 20]"
1111,"[0, 0, 0]","[37, 36, 36]","[6, 6, 3]","[1, 0, 0]","[48, 46, 36]","[11.44, 1.38, 1.08]","[0.0, 0.0, 0.0]","[1.44, 1.38, 1.08]","[10, 0, 0]",surf,"[298.89000000000004, 273.71999999999997, 362.50000000000006]","[98, 96, 86]","[16, 14, 15]"
1112,"[0, 0]","[99, 79]","[28, 22]","[0, 0]","[0, 0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0, 0]",ultimate,"[889.5200000000001, 730.96]","[44, 37]","[14, 12]"
1113,"[0, 0, 0, 0, 0, 0]","[48, 55, 53, 54, 56, 62]","[8, 17, 8, 15, 11, 11]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]",ultimate,"[411.49, 482.26999999999987, 471.9, 482.7099999999999, 449.03, 524.24]","[50, 42, 37, 33, 37, 27]","[15, 11, 14, 13, 17, 13]"
1114,"[158, 177, 51, 210, 206]","[76, 93, 65, 87, 81]","[21, 18, 16, 14, 15]","[8, 1, 1, 9, 3]","[31, 42, 38, 31, 41]","[85.67, 16.57, 12.67, 97.23, 37.41]","[4.74, 5.31, 1.53, 6.3, 6.18]","[0.9299999999999999, 1.26, 1.14, 0.9299999999999999, 1.23]","[80, 10, 10, 90, 30]",surf,"[657.27, 677.01, 550.2, 709.45, 705.3499999999999]","[81, 92, 88, 81, 91]","[23, 16, 16, 24, 18]"
1115,[371],[90],[26],[1],[56],[22.81],[11.129999999999999],[1.68],[10],surf,[871.06],[106],[16]
1116,"[0, 0, 0, 0]","[40, 0, 0, 0]","[9, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]",surf,"[345.44, 0.0, 0.0, 0.0]","[19, 0, 0, 0]","[15, 0, 0, 0]"
1117,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 38, 50, 34, 55, 34, 43, 39]","[0, 0, 0, 0, 6, 5, 12, 7, 6, 14, 8]","[0, 0, 0, 0, 0, 1, 7, 4, 7, 3, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 70.0, 40.0, 70.0, 30.0, 110.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 10, 70, 40, 70, 30, 110]",surf,"[0.0, 0.0, 0.0, 0.0, 339.76000000000005, 428.31, 294.67, 496.04, 321.98999999999995, 326.44, 335.21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 15, 16, 22, 19, 22, 18, 26]"
1118,,,,,,,,,,,,,
1119,"[0, 0]","[50, 52]","[12, 10]","[0, 0]","[71, 79]","[2.13, 2.37]","[0.0, 0.0]","[2.13, 2.37]","[0, 0]",surf,"[391.72, 439.05]","[121, 129]","[1, 2]"
1120,"[0, 0, 0, 0, 0, 0, 0, 0]","[42, 50, 41, 40, 43, 44, 44, 44]","[9, 6, 13, 4, 8, 17, 15, 11]","[9, 8, 8, 5, 6, 12, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[90.0, 80.0, 80.0, 50.0, 60.0, 120.0, 40.0, 50.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90, 80, 80, 50, 60, 120, 40, 50]",surf,"[304.51, 439.46, 309.91, 369.23, 348.16999999999996, 415.24999999999994, 368.34999999999997, 369.98]","[49, 42, 41, 50, 47, 50, 44, 42]","[24, 23, 23, 20, 21, 27, 19, 20]"
1121,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 60]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 36]","[0, 0, 0, 0, 0, 0, 0, 0, 21]"
1122,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 47, 47, 47, 54, 44, 52, 51]","[0, 0, 9, 17, 10, 11, 12, 13, 14]","[0, 0, 0, 2, 5, 11, 7, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 20.0, 50.0, 110.0, 70.0, 40.0, 20.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 20, 50, 110, 70, 40, 20]",surf,"[0.0, 0.0, 425.7, 442.31, 342.66999999999996, 467.87, 410.88, 358.87, 335.95000000000005]","[0, 0, 17, 16, 19, 21, 14, 23, 27]","[0, 0, 13, 17, 20, 26, 22, 19, 17]"
1123,"[0, 0, 0, 42, 0, 0, 74, 54]","[0, 0, 41, 71, 70, 59, 70, 67]","[0, 0, 11, 15, 15, 8, 25, 10]","[0, 0, 4, 11, 4, 5, 9, 7]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 40.0, 111.26, 40.0, 50.0, 92.22, 71.62]","[0.0, 0.0, 0.0, 1.26, 0.0, 0.0, 2.2199999999999998, 1.6199999999999999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 40, 110, 40, 50, 90, 70]",surf,"[0.0, 0.0, 301.01, 541.3299999999999, 491.93, 475.07000000000005, 574.12, 554.1]","[0, 0, 15, 33, 29, 17, 34, 35]","[0, 0, 19, 26, 19, 20, 24, 22]"
1124,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 68, 54]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 553.6800000000001, 492.72]","[0, 0, 0, 0, 0, 0, 0, 0, 89, 86]","[0, 0, 0, 0, 0, 0, 0, 0, 7, 6]"
1125,"[0, 0, 0, 0]","[0, 0, 0, 2]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]",surf,"[0.0, 0.0, 0.0, 30.76]","[0, 0, 0, 3]","[0, 0, 0, 2]"
1126,"[0, 0, 0, 0, 0, 0]","[94, 102, 101, 85, 96, 121]","[25, 24, 26, 17, 26, 28]","[0, 0, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 21.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 21, 0, 0, 0]",ultimate,"[797.2599999999999, 901.18, 901.22, 664.8299999999998, 866.6600000000001, 983.72]","[82, 94, 86, 74, 88, 72]","[28, 26, 33, 28, 24, 21]"
1127,"[0, 0, 0, 0, 0, 0]","[22, 26, 26, 23, 20, 26]","[7, 9, 5, 5, 8, 9]","[9, 6, 9, 11, 14, 7]","[0, 0, 0, 0, 0, 0]","[90.0, 60.0, 90.0, 110.0, 140.0, 70.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90, 60, 90, 110, 140, 70]",surf,"[178.5, 236.95999999999998, 218.49000000000004, 220.32999999999998, 171.92, 246.60999999999999]","[9, 11, 16, 10, 12, 14]","[24, 21, 24, 26, 29, 22]"
1128,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 9, 8, 2, 5, 4, 7]","[0, 0, 0, 0, 0, 2, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 0.0, 15.819999999999999, 92.18, 60.58, 9.86, 40.019999999999996, 40.190000000000005, 68.64]","[0, 0, 0, 0, 22, 36, 49, 45, 39, 41, 45]","[0, 0, 0, 0, 11, 17, 18, 23, 17, 22, 13]"
1129,[0],[0],[0],[0],[0],[0.0],[0.0],[0.0],[0],surf,[0.0],[0],[0]
1130,"[0, 0, 0, 0, 0, 0, 57]","[0, 0, 0, 3, 59, 59, 62]","[0, 0, 0, 2, 14, 16, 15]","[0, 0, 0, 0, 9, 2, 1]","[0, 0, 0, 0, 46, 43, 52]","[0.0, 0.0, 0.0, 0.0, 91.38, 21.29, 13.27]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71]","[0.0, 0.0, 0.0, 0.0, 1.38, 1.29, 1.56]","[0, 0, 0, 0, 90, 20, 10]",surf,"[0.0, 0.0, 0.0, 26.59, 491.61999999999995, 457.99, 557.11]","[0, 0, 0, 4, 96, 93, 102]","[0, 0, 0, 1, 24, 17, 16]"
1131,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 2, 0, 2, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 20.0, 60.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 20, 0, 20, 60, 0]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 26, 28, 28, 27, 25, 31, 27]","[0, 0, 0, 0, 9, 14, 17, 14, 17, 21, 15]"
1132,"[0, 0, 0, 0, 0, 0, 0, 0]","[83, 79, 71, 80, 79, 72, 79, 62]","[27, 19, 14, 24, 19, 17, 17, 14]","[0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 7, 0, 0, 0, 0, 0, 0]",ultimate,"[669.4699999999999, 670.74, 644.7600000000002, 715.9000000000001, 657.62, 621.82, 688.73, 473.86000000000007]","[141, 136, 148, 147, 156, 155, 160, 160]","[26, 31, 25, 22, 28, 20, 28, 23]"
1133,"[0, 0, 0, 0, 0]","[25, 25, 31, 34, 33]","[3, 12, 8, 6, 9]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0]",ultimate,"[232.28, 188.47, 284.67, 330.12, 250.63]","[75, 85, 76, 106, 86]","[14, 19, 16, 15, 16]"
1134,"[0, 0, 0]","[34, 28, 26]","[8, 10, 4]","[3, 3, 9]","[0, 0, 0]","[30.0, 30.0, 90.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[30, 30, 90]",surf,"[278.96999999999997, 222.42, 189.51999999999998]","[18, 10, 23]","[18, 18, 24]"
1135,,,,,,,,,,,,,
1136,"[0, 0]","[39, 47]","[10, 11]","[5, 8]","[0, 1]","[50.0, 80.03]","[0.0, 0.0]","[0.0, 0.03]","[50, 80]",surf,"[305.62000000000006, 411.89000000000004]","[41, 51]","[20, 23]"
1137,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 13]","[0.0, 0.39]","[0.0, 0.0]","[0.0, 0.39]","[0, 0]",surf,"[0.0, 0.0]","[49, 63]","[7, 4]"
1138,"[0, 0, 0, 0, 0, 0, 55, 0, 0, 0]","[48, 38, 37, 58, 52, 39, 65, 39, 53, 47]","[9, 8, 10, 9, 9, 11, 12, 13, 14, 12]","[3, 5, 4, 9, 5, 6, 3, 10, 7, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30.0, 50.0, 40.0, 90.0, 50.0, 60.0, 31.65, 100.0, 70.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.65, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[30, 50, 40, 90, 50, 60, 30, 100, 70, 0]",surf,"[378.50000000000006, 293.01, 316.04, 461.75, 405.85, 352.97999999999996, 554.88, 379.15, 387.1900000000001, 355.89000000000004]","[8, 13, 12, 15, 17, 10, 11, 14, 6, 10]","[18, 20, 19, 24, 20, 21, 18, 25, 22, 15]"
1139,[0],[41],[3],[1],[1],[10.03],[0.0],[0.03],[10],surf,[349.29],[51],[16]
1140,"[0, 0, 0, 251, 3, 271, 202, 7, 0]","[0, 0, 10, 77, 61, 90, 80, 54, 0]","[0, 0, 2, 15, 18, 20, 19, 9, 0]","[0, 0, 0, 6, 6, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 67.53, 60.09, 38.129999999999995, 6.06, 0.21, 0.0]","[0.0, 0.0, 0.0, 7.529999999999999, 0.09, 8.129999999999999, 6.06, 0.21, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 60, 60, 30, 0, 0, 0]",surf,"[0.0, 0.0, 72.33000000000001, 750.7900000000002, 502.61999999999995, 770.4199999999998, 701.44, 506.41999999999996, 0.0]","[0, 0, 2, 14, 13, 11, 13, 12, 0]","[0, 0, 4, 21, 21, 18, 15, 11, 0]"
1141,"[218, 180, 311, 373, 411, 301]","[84, 77, 94, 100, 105, 95]","[26, 22, 22, 23, 20, 24]","[1, 1, 0, 0, 4, 3]","[0, 0, 0, 0, 0, 0]","[16.54, 15.399999999999999, 9.33, 11.19, 52.33, 39.03]","[6.54, 5.3999999999999995, 9.33, 11.19, 12.33, 9.03]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 10, 0, 0, 40, 30]",surf,"[717.42, 679.84, 811.1099999999999, 873.14, 910.4699999999999, 800.8499999999999]","[14, 21, 21, 21, 18, 20]","[16, 16, 13, 15, 19, 18]"
1142,"[0, 0, 0, 0]","[32, 50, 46, 46]","[10, 13, 18, 6]","[5, 2, 3, 3]","[0, 0, 5, 0]","[50.0, 20.0, 30.15, 30.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.15, 0.0]","[50, 20, 30, 30]",surf,"[261.94, 454.39000000000004, 445.71, 353.7]","[40, 29, 55, 46]","[20, 17, 18, 18]"
1143,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0, 0]",surf,"[0.0, 0.0]","[0, 0]","[0, 0]"
1144,"[0, 0, 0, 0, 0, 0, 0, 0]","[61, 65, 68, 61, 61, 53, 65, 60]","[13, 15, 11, 15, 10, 13, 13, 20]","[0, 0, 0, 12, 3, 14, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 84.0, 21.0, 98.0, 0.0, 7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 84, 21, 98, 0, 7]",ultimate,"[525.0, 503.91, 599.8799999999999, 599.2500000000001, 533.18, 409.24999999999994, 570.97, 498.84]","[69, 61, 65, 82, 84, 67, 65, 72]","[23, 27, 30, 42, 33, 44, 30, 31]"
1145,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 12, 52, 33, 43, 56, 25, 37]","[0, 2, 16, 8, 12, 16, 15, 8]","[0, 0, 0, 2, 3, 2, 8, 2]","[0, 0, 11, 29, 10, 12, 20, 14]","[0.0, 0.0, 0.32999999999999996, 20.87, 30.3, 20.36, 80.6, 20.42]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.32999999999999996, 0.87, 0.3, 0.36, 0.6, 0.42]","[0, 0, 0, 20, 30, 20, 80, 20]",surf,"[0.0, 125.68999999999998, 408.75, 218.0, 429.94000000000005, 487.63, 172.43, 280.06]","[0, 13, 61, 79, 60, 62, 70, 64]","[0, 1, 14, 17, 18, 17, 23, 17]"
1146,"[0, 0]","[47, 55]","[13, 13]","[4, 4]","[28, 36]","[40.84, 41.08]","[0.0, 0.0]","[0.84, 1.08]","[40, 40]",surf,"[398.94, 426.74999999999994]","[78, 86]","[19, 19]"
1147,"[165, 111, 189, 462, 100, 131, 241, 362]","[84, 80, 90, 103, 78, 75, 94, 97]","[17, 20, 25, 20, 22, 22, 22, 19]","[11, 20, 21, 19, 21, 18, 14, 10]","[0, 0, 0, 0, 0, 0, 0, 0]","[114.95, 203.33, 215.67, 203.86, 213.0, 183.93, 147.23, 110.86]","[4.95, 3.33, 5.67, 13.86, 3.0, 3.9299999999999997, 7.2299999999999995, 10.86]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[110, 200, 210, 190, 210, 180, 140, 100]",surf,"[664.23, 610.8600000000001, 688.63, 961.2399999999999, 599.94, 630.4000000000002, 740.4100000000001, 861.67]","[24, 22, 30, 26, 19, 25, 33, 19]","[26, 35, 36, 34, 36, 33, 29, 25]"
1148,[0],[55],[13],[0],[1],[0.03],[0.0],[0.03],[0],surf,[437.8],[51],[15]
